Timestamp,TicketID,ProductName,Price,ScanSource
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Visión IA
2026-09-06 20:23:10,1788747790,Banana,0.8,Botón Manual
2026-09-06 20:23:10,1788747790,Banana,0.8,Botón Manual
2026-09-06 20:23:10,1788747790,Banana,0.8,Botón Manual
2026-09-06 20:23:10,1788747790,Banana,0.8,Botón Manual
2026-09-06 20:23:10,1788747790,Banana,0.8,Botón Manual
2026-09-06 20:23:10,1788747790,Banana,0.8,Botón Manual
2026-09-06 20:23:10,1788747790,Banana,0.8,Botón Manual
2026-09-06 20:23:10,1788747790,Apple,1.5,Visión IA
2026-09-07 19:21:07,1788830467,Orange,1.2,Botón Manual
2026-09-07 19:21:07,1788830467,Banana,0.8,Botón Manual
2026-09-07 19:21:07,1788830467,Chips,2.0,Botón Manual
2026-09-07 19:21:07,1788830467,Apple,1.5,Botón Manual
2026-09-07 19:21:07,1788830467,Soda,2.5,Botón Manual
2026-09-07 20:09:07,1788833347,Apple,1.5,Visión IA
2026-09-07 20:09:07,1788833347,Banana,0.8,Visión IA
2026-09-07 20:09:07,1788833347,Apple,1.5,Visión IA
2026-09-07 20:09:07,1788833347,Banana,0.8,Visión IA
2026-09-07 20:09:07,1788833347,Apple,1.5,Visión IA
2026-09-07 20:09:07,1788833347,Banana,0.8,Visión IA
2026-09-07 20:09:07,1788833347,Apple,1.5,Visión IA
2026-09-07 20:09:07,1788833347,Banana,0.8,Visión IA
2026-09-07 20:09:07,1788833347,Apple,1.5,Visión IA
2026-09-07 20:09:07,1788833347,Banana,0.8,Visión IA
2026-09-07 20:09:07,1788833347,Apple,1.5,Visión IA
2026-09-07 20:09:07,1788833347,Banana,0.8,Visión IA
2026-09-07 20:09:07,1788833347,Apple,1.5,Visión IA
2026-09-07 20:09:07,1788833347,Banana,0.8,Visión IA
2026-09-07 20:09:07,1788833347,Apple,1.5,Visión IA
2026-09-07 20:09:07,1788833347,Banana,0.8,Visión IA
2026-09-07 20:09:07,1788833347,Apple,1.5,Visión IA
2026-09-07 20:09:07,1788833347,Banana,0.8,Visión IA
2026-09-07 20:09:07,1788833347,Apple,1.5,Visión IA
2026-09-07 20:09:07,1788833347,Banana,0.8,Visión IA
2026-09-07 20:09:07,1788833347,Apple,1.5,Visión IA
2026-09-07 20:09:07,1788833347,Banana,0.8,Visión IA
2026-09-07 20:09:07,1788833347,Apple,1.5,Visión IA
2026-09-07 20:09:07,1788833347,Banana,0.8,Visión IA
2026-09-07 20:09:07,1788833347,Apple,1.5,Visión IA
2026-09-07 20:09:07,1788833347,Banana,0.8,Visión IA
2026-09-07 20:09:07,1788833347,Apple,1.5,Visión IA
2026-09-07 20:09:07,1788833347,Banana,0.8,Visión IA
2026-09-07 20:09:07,1788833347,Apple,1.5,Visión IA
2026-09-07 20:09:07,1788833347,Banana,0.8,Visión IA
2026-09-07 20:09:07,1788833347,Apple,1.5,Visión IA
2026-09-07 20:09:07,1788833347,Banana,0.8,Visión IA
2026-09-07 20:09:07,1788833347,Apple,1.5,Visión IA
2026-09-07 20:09:07,1788833347,Banana,0.8,Visión IA
2026-09-07 20:09:07,1788833347,Apple,1.5,Visión IA
2026-09-07 20:09:07,1788833347,Banana,0.8,Visión IA
